"Original.code";"Original.title";"Action";"Text.change";"Current.code";"Current.title"
"1789";51.2009;"Industrial and Physical Pharmacy and Cosmetic Sciences (MS, PhD).";"No substantive changes";"No";51.2009;"Industrial and Physical Pharmacy and Cosmetic Sciences. "
"1790";NA;"";"New";"No";51.201;"Pharmaceutical Sciences. "
"1791";NA;"";"New";"No";51.2011;"Pharmaceutical Marketing and Management. "
"1792";51.2099;"Pharmacy, Pharmaceutical Sciences, and Administration, Other.";"No substantive changes";"No";51.2099;"Pharmacy, Pharmaceutical Sciences, and Administration, Other. "
"1793";51.21;"Podiatric Medicine/Podiatry (DPM).";"No substantive changes";"No";51.21;"Podiatric Medicine/Podiatry. "
"1794";51.2101;"Podiatric Medicine/Podiatry (DPM).";"No substantive changes";"No";51.2101;"Podiatric Medicine/Podiatry. "
"1795";51.22;"Public Health.";"No substantive changes";"No";51.22;"Public Health. "
"1796";51.2201;"Public Health, General (MPH, DPH).";"No substantive changes";"Yes";51.2201;"Public Health, General. "
"1797";51.2202;"Environmental Health.";"No substantive changes";"Yes";51.2202;"Environmental Health. "
"1798";51.2205;"Health/Medical  Physics.";"No substantive changes";"No";51.2205;"Health/Medical  Physics. "
"1799";51.2206;"Occupational Health and Industrial Hygiene.";"No substantive changes";"No";51.2206;"Occupational Health and Industrial Hygiene. "
"1800";51.2207;"Public Health Education and Promotion.";"No substantive changes";"No";51.2207;"Public Health Education and Promotion. "
"1801";51.2208;"Community Health and Preventive Medicine.";"No substantive changes";"No";51.2208;"Community Health and Preventive Medicine. "
"1802";51.2209;"Maternal and Child Health.";"No substantive changes";"No";51.2209;"Maternal and Child Health. "
"1803";51.221;"International Public Health/International Health.";"No substantive changes";"No";51.221;"International Public Health/International Health. "
"1804";51.2211;"Health Services Administration.";"No substantive changes";"No";51.2211;"Health Services Administration. "
"1805";NA;"";"New";"No";51.2212;"Behavioral Aspects of Health. "
"1806";51.2299;"Public Health, Other.";"No substantive changes";"No";51.2299;"Public Health, Other. "
"1807";51.23;"Rehabilitation and Therapeutic Professions.";"No substantive changes";"No";51.23;"Rehabilitation and Therapeutic Professions. "
"1808";51.2301;"Art Therapy/Therapist.";"No substantive changes";"No";51.2301;"Art Therapy/Therapist. "
"1809";51.2302;"Dance Therapy/Therapist.";"No substantive changes";"No";51.2302;"Dance Therapy/Therapist. "
"1810";51.2305;"Music Therapy/Therapist.";"No substantive changes";"No";51.2305;"Music Therapy/Therapist. "
"1811";51.2306;"Occupational Therapy/Therapist.";"No substantive changes";"No";51.2306;"Occupational Therapy/Therapist. "
"1812";51.2307;"Orthotist/Prosthetist.";"No substantive changes";"No";51.2307;"Orthotist/Prosthetist. "
"1813";51.2308;"Physical Therapy/Therapist.";"No substantive changes";"No";51.2308;"Physical Therapy/Therapist. "
"1814";51.2309;"Therapeutic Recreation/Recreational Therapy.";"No substantive changes";"No";51.2309;"Therapeutic Recreation/Recreational Therapy. "
"1815";51.231;"Vocational Rehabilitation Counseling/Counselor.";"No substantive changes";"Yes";51.231;"Vocational Rehabilitation Counseling/Counselor. "
"1816";51.2311;"Kinesiotherapy/Kinesiotherapist.";"No substantive changes";"No";51.2311;"Kinesiotherapy/Kinesiotherapist. "
"1817";51.2312;"Assistive/Augmentative Technology and Rehabiliation Engineering.";"No substantive changes";"No";51.2312;"Assistive/Augmentative Technology and Rehabilitation Engineering. "
"1818";NA;"";"New";"No";51.2313;"Animal-Assisted Therapy. "
"1819";NA;"";"New";"No";51.2314;"Rehabilitation Science. "
"1820";51.2399;"Rehabilitation and Therapeutic Professions, Other.";"No substantive changes";"No";51.2399;"Rehabilitation and Therapeutic Professions, Other. "
"1821";51.24;"Veterinary Medicine (DVM).";"No substantive changes";"No";51.24;"Veterinary Medicine. "
"1822";51.2401;"Veterinary Medicine (DVM).";"No substantive changes";"No";51.2401;"Veterinary Medicine. "
"1823";51.25;"Veterinary Biomedical and Clinical Sciences (Cert., MS, PhD)";"No substantive changes";"No";51.25;"Veterinary Biomedical and Clinical Sciences. "
"1824";51.2501;"Veterinary Sciences/Veterinary Clinical Sciences, General (Cert., MS, PhD)";"No substantive changes";"No";51.2501;"Veterinary Sciences/Veterinary Clinical Sciences, General. "
"1825";51.2502;"Veterinary Anatomy (Cert., MS, PhD)";"No substantive changes";"No";51.2502;"Veterinary Anatomy. "
"1826";51.2503;"Veterinary Physiology (Cert., MS, PhD)";"No substantive changes";"No";51.2503;"Veterinary Physiology. "
"1827";51.2504;"Veterinary Microbiology and Immunobiology (Cert., MS, PhD)";"No substantive changes";"No";51.2504;"Veterinary Microbiology and Immunobiology. "
"1828";51.2505;"Veterinary Pathology and Pathobiology (Cert., MS, PhD)";"No substantive changes";"No";51.2505;"Veterinary Pathology and Pathobiology. "
"1829";51.2506;"Veterinary Toxicology and Pharmacology (Cert., MS, PhD)";"No substantive changes";"No";51.2506;"Veterinary Toxicology and Pharmacology. "
"1830";51.2507;"Large Animal/Food Animal and Equine Surgery and Medicine (Cert., MS, PhD)";"No substantive changes";"No";51.2507;"Large Animal/Food Animal and Equine Surgery and Medicine. "
"1831";51.2508;"Small/Companion Animal Surgery and Medicine (Cert., MS, PhD)";"No substantive changes";"No";51.2508;"Small/Companion Animal Surgery and Medicine. "
"1832";51.2509;"Comparative and Laboratory Animal Medicine (Cert., MS, PhD)";"No substantive changes";"No";51.2509;"Comparative and Laboratory Animal Medicine. "
"1833";51.251;"Veterinary Preventive Medicine Epidemiology, and Public Health (Cert., MS, PhD)";"No substantive changes";"No";51.251;"Veterinary Preventive Medicine, Epidemiology, and Public Health. "
"1834";51.2511;"Veterinary Infectious Diseases (Cert., MS, PhD)";"No substantive changes";"No";51.2511;"Veterinary Infectious Diseases. "
"1835";51.2599;"Veterinary Biomedical and Clinical Sciences, Other (Cert., MS. PhD)";"No substantive changes";"No";51.2599;"Veterinary Biomedical and Clinical Sciences, Other. "
"1836";51.26;"Health Aides/Attendants/Orderlies.";"No substantive changes";"No";51.26;"Health Aides/Attendants/Orderlies. "
"1837";51.2601;"Health Aide.";"No substantive changes";"No";51.2601;"Health Aide. "
"1838";51.2602;"Home Health Aide/Home Attendant.";"No substantive changes";"No";51.2602;"Home Health Aide/Home Attendant. "
"1839";51.2603;"Medication Aide.";"No substantive changes";"No";51.2603;"Medication Aide. "
"1840";NA;"";"New";"No";51.2604;"Rehabilitation Aide. "
"1841";51.2699;"Health Aides/Attendants/Orderlies, Other.";"No substantive changes";"No";51.2699;"Health Aides/Attendants/Orderlies, Other. "
"1842";51.27;"Medical Illustration and Informatics.";"No substantive changes";"No";51.27;"Medical Illustration and Informatics. "
"1843";51.2703;"Medical Illustration/Medical Illustrator.";"No substantive changes";"No";51.2703;"Medical Illustration/Medical Illustrator. "
"1844";51.2706;"Medical Informatics.";"No substantive changes";"No";51.2706;"Medical Informatics. "
"1845";51.2799;"Medical Illustration and Informatics, Other.";"No substantive changes";"No";51.2799;"Medical Illustration and Informatics, Other. "
"1846";51.31;"Dietetics and Clinical Nutrition Services.";"No substantive changes";"No";51.31;"Dietetics and Clinical Nutrition Services. "
"1847";51.3101;"Dietetics/Dietitian (RD).";"No substantive changes";"No";51.3101;"Dietetics/Dietitian. "
"1848";51.3102;"Clinical Nutrition/Nutritionist.";"No substantive changes";"No";51.3102;"Clinical Nutrition/Nutritionist. "
"1849";51.3103;"Dietetic Technician (DTR).";"No substantive changes";"No";51.3103;"Dietetic Technician. "
"1850";51.3104;"Dietitian Assistant.";"No substantive changes";"No";51.3104;"Dietitian Assistant. "
"1851";51.3199;"Dietetics and Clinical Nutrition Services, Other.";"No substantive changes";"No";51.3199;"Dietetics and Clinical Nutrition Services, Other. "
"1852";51.32;"Bioethics/Medical Ethics.";"No substantive changes";"No";51.32;"Bioethics/Medical Ethics. "
"1853";51.3201;"Bioethics/Medical Ethics.";"No substantive changes";"No";51.3201;"Bioethics/Medical Ethics. "
"1854";51.33;"Alternative and Complementary Medicine and Medical Systems.";"No substantive changes";"No";51.33;"Alternative and Complementary Medicine and Medical Systems. "
"1855";NA;"";"New";"No";51.33;"Alternative and Complementary Medicine and Medical Systems, General. "
"1856";51.3301;"Acupuncture.";"No substantive changes";"Yes";51.3301;"Acupuncture and Oriental Medicine. "
"1857";51.3302;"Traditional Chinese/Asian Medicine and Chinese Herbology.";"No substantive changes";"Yes";51.3302;"Traditional Chinese Medicine and Chinese Herbology. "
"1858";51.3303;"Naturopathic Medicine/Naturopathy (ND).";"No substantive changes";"No";51.3303;"Naturopathic Medicine/Naturopathy. "
"1859";51.3304;"Homeopathic Medicine/Homeopathy.";"No substantive changes";"No";51.3304;"Homeopathic Medicine/Homeopathy. "
"1860";51.3305;"Ayurvedic Medicine/Ayurveda.";"No substantive changes";"No";51.3305;"Ayurvedic Medicine/Ayurveda. "
"1861";NA;"";"New";"No";51.3306;"Holistic Health. "
"1862";51.3399;"Alternative and Complementary Medicine and Medical Systems, Other.";"No substantive changes";"No";51.3399;"Alternative and Complementary Medicine and Medical Systems, Other. "
"1863";51.34;"Alternative and Complementary Medical Support Services.";"No substantive changes";"No";51.34;"Alternative and Complementary Medical Support Services. "
"1864";51.3401;"Direct Entry Midwifery (LM, CPM).";"No substantive changes";"No";51.3401;"Direct Entry Midwifery. "
"1865";51.3499;"Alternative and Complementary Medical Support Services, Other.";"No substantive changes";"No";51.3499;"Alternative and Complementary Medical Support Services, Other. "
"1866";51.35;"Somatic Bodywork and Related Therapeutic Services.";"No substantive changes";"No";51.35;"Somatic Bodywork and Related Therapeutic Services. "
"1867";51.3501;"Massage Therapy/Therapeutic Massage.";"No substantive changes";"No";51.3501;"Massage Therapy/Therapeutic Massage. "
"1868";51.3502;"Asian Bodywork Therapy.";"No substantive changes";"No";51.3502;"Asian Bodywork Therapy. "
"1869";51.3503;"Somatic Bodywork.";"No substantive changes";"No";51.3503;"Somatic Bodywork. "
"1870";51.3599;"Somatic Bodywork and Related Therapeutic Services, Other.";"No substantive changes";"No";51.3599;"Somatic Bodywork and Related Therapeutic Services, Other. "
"1871";51.36;"Movement and Mind-Body Therapies and Education.";"No substantive changes";"No";51.36;"Movement and Mind-Body Therapies and Education. "
"1872";51.3601;"Movement Therapy and Movement Education.";"No substantive changes";"No";51.3601;"Movement Therapy and Movement Education. "
"1873";51.3602;"Yoga Teacher Training/Yoga Therapy.";"No substantive changes";"No";51.3602;"Yoga Teacher Training/Yoga Therapy. "
"1874";51.3603;"Hypnotherapy/Hypnotherapist.";"No substantive changes";"No";51.3603;"Hypnotherapy/Hypnotherapist. "
"1875";51.3699;"Movement and Mind-Body Therapies and Education, Other.";"No substantive changes";"No";51.3699;"Movement and Mind-Body Therapies and Education, Other. "
"1876";51.37;"Energy and Biologically Based Therapies.";"No substantive changes";"No";51.37;"Energy and Biologically Based Therapies. "
"1877";51.3701;"Aromatherapy.";"No substantive changes";"No";51.3701;"Aromatherapy. "
"1878";51.3702;"Herbalism/Herbalist.";"No substantive changes";"No";51.3702;"Herbalism/Herbalist. "
"1879";51.3703;"Polarity Therapy.";"No substantive changes";"No";51.3703;"Polarity Therapy. "
"1880";51.3704;"Reiki.";"No substantive changes";"No";51.3704;"Reiki. "
"1881";51.3799;"Energy and Biologically Based Therapies, Other.";"No substantive changes";"No";51.3799;"Energy and Biologically Based Therapies, Other. "
"1882";NA;"";"New";"No";51.38;"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing. "
"1883";NA;"";"New";"No";51.3816;"Emergency Room/Trauma Nursing. "
"1884";NA;"";"New";"No";51.3817;"Nursing Education. "
"1885";NA;"";"New";"No";51.3818;"Nursing Practice. "
"1886";NA;"";"New";"No";51.3819;"Palliative Care Nursing. "
"1887";NA;"";"New";"No";51.382;"Clinical Nurse Leader. "
"1888";NA;"";"New";"No";51.3821;"Geriatric Nurse/Nursing. "
"1889";NA;"";"New";"No";51.3822;"Women's Health Nurse/Nursing. "
"1890";NA;"";"New";"No";51.3899;"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other. "
"1891";NA;"";"New";"No";51.39;"Practical Nursing, Vocational Nursing and Nursing Assistants. "
"1892";NA;"";"New";"No";51.3999;"Practical Nursing, Vocational Nursing and Nursing Assistants, Other. "
"1893";51.99;"Health Professions and Related Clinical Sciences, Other.";"No substantive changes";"No";51.99;"Health Professions and Related Clinical Sciences, Other. "
"1894";51.9999;"Health Professions and Related Clinical Sciences, Other.";"No substantive changes";"No";51.9999;"Health Professions and Related Clinical Sciences, Other. "
"1895";52;"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.";"No substantive changes";"No";52;"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES. "
"1896";52.01;"Business/Commerce, General.";"No substantive changes";"No";52.01;"Business/Commerce, General. "
"1897";52.0101;"Business/Commerce, General.";"No substantive changes";"No";52.0101;"Business/Commerce, General. "
"1898";52.02;"Business Administration, Management and Operations.";"No substantive changes";"No";52.02;"Business Administration, Management and Operations. "
"1899";52.0201;"Business Administration and Management, General.";"No substantive changes";"No";52.0201;"Business Administration and Management, General. "
"1900";52.0202;"Purchasing, Procurement/Acquisitions and Contracts Management.";"No substantive changes";"No";52.0202;"Purchasing, Procurement/Acquisitions and Contracts Management. "
"1901";52.0203;"Logistics and Materials Management.";"No substantive changes";"Yes";52.0203;"Logistics, Materials, and Supply Chain Management. "
"1902";52.0204;"Office Management and Supervision.";"No substantive changes";"No";52.0204;"Office Management and Supervision. "
"1903";52.0205;"Operations Management and Supervision.";"No substantive changes";"No";52.0205;"Operations Management and Supervision. "
"1904";52.0206;"Non-Profit/Public/Organizational Management.";"No substantive changes";"No";52.0206;"Non-Profit/Public/Organizational Management. "
"1905";52.0207;"Customer Service Management.";"No substantive changes";"No";52.0207;"Customer Service Management. "
"1906";52.0208;"E-Commerce/Electronic Commerce.";"No substantive changes";"No";52.0208;"E-Commerce/Electronic Commerce. "
"1907";52.0209;"Transportation/Transportation Management.";"No substantive changes";"Yes";52.0209;"Transportation/Mobility Management. "
"1908";NA;"";"New";"No";52.021;"Research and Development Management. "
"1909";NA;"";"New";"No";52.0211;"Project Management. "
"1910";NA;"";"New";"No";52.0212;"Retail Management. "
"1911";NA;"";"New";"No";52.0213;"Organizational Leadership. "
"1912";52.0299;"Business Administration, Management and Operations, Other.";"No substantive changes";"No";52.0299;"Business Administration, Management and Operations, Other. "
"1913";52.03;"Accounting and Related Services.";"No substantive changes";"No";52.03;"Accounting and Related Services. "
"1914";52.0301;"Accounting.";"No substantive changes";"No";52.0301;"Accounting. "
"1915";52.0302;"Accounting Technology/Technician and Bookkeeping.";"No substantive changes";"No";52.0302;"Accounting Technology/Technician and Bookkeeping. "
"1916";52.0303;"Auditing.";"No substantive changes";"No";52.0303;"Auditing. "
"1917";52.0304;"Accounting and Finance.";"No substantive changes";"No";52.0304;"Accounting and Finance. "
"1918";52.0305;"Accounting and Business/Management.";"No substantive changes";"No";52.0305;"Accounting and Business/Management. "
"1919";52.0399;"Accounting and Related Services, Other.";"No substantive changes";"No";52.0399;"Accounting and Related Services, Other. "
"1920";52.04;"Business Operations Support and Assistant Services.";"No substantive changes";"No";52.04;"Business Operations Support and Assistant Services. "
"1921";52.0401;"Administrative Assistant and Secretarial Science, General.";"No substantive changes";"No";52.0401;"Administrative Assistant and Secretarial Science, General. "
"1922";52.0402;"Executive Assistant/Executive Secretary.";"No substantive changes";"No";52.0402;"Executive Assistant/Executive Secretary. "
"1923";52.0406;"Receptionist.";"No substantive changes";"No";52.0406;"Receptionist. "
"1924";52.0407;"Business/Office Automation/Technology/Data Entry.";"No substantive changes";"No";52.0407;"Business/Office Automation/Technology/Data Entry. "
"1925";52.0408;"General Office Occupations and Clerical Services.";"No substantive changes";"No";52.0408;"General Office Occupations and Clerical Services. "
"1926";52.0409;"Parts, Warehousing, and Inventory Management Operations.";"No substantive changes";"No";52.0409;"Parts, Warehousing, and Inventory Management Operations. "
"1927";52.041;"Traffic, Customs, and Transportation Clerk/Technician.";"No substantive changes";"Yes";52.041;"Traffic, Customs, and Transportation Clerk/Technician. "
"1928";52.0411;"Customer Service Support/Call Center/Teleservice Operation.";"No substantive changes";"No";52.0411;"Customer Service Support/Call Center/Teleservice Operation. "
"1929";52.0499;"Business Operations Support and Secretarial Services, Other.";"No substantive changes";"No";52.0499;"Business Operations Support and Secretarial Services, Other. "
"1930";52.05;"Business/Corporate Communications.";"No substantive changes";"No";52.05;"Business/Corporate Communications. "
"1931";52.0501;"Business/Corporate Communications.";"No substantive changes";"No";52.0501;"Business/Corporate Communications. "
"1932";52.06;"Business/Managerial Economics.";"No substantive changes";"No";52.06;"Business/Managerial Economics. "
"1933";52.0601;"Business/Managerial Economics.";"No substantive changes";"No";52.0601;"Business/Managerial Economics. "
"1934";52.07;"Entrepreneurial and Small Business Operations.";"No substantive changes";"No";52.07;"Entrepreneurial and Small Business Operations. "
"1935";52.0701;"Entrepreneurship/Entrepreneurial Studies.";"No substantive changes";"No";52.0701;"Entrepreneurship/Entrepreneurial Studies. "
"1936";52.0702;"Franchising and Franchise Operations.";"No substantive changes";"No";52.0702;"Franchising and Franchise Operations. "
"1937";52.0703;"Small Business Administration/Management.";"No substantive changes";"No";52.0703;"Small Business Administration/Management. "
"1938";52.0799;"Entrepreneurial and Small Business Operations, Other.";"No substantive changes";"No";52.0799;"Entrepreneurial and Small Business Operations, Other. "
"1939";52.08;"Finance and Financial Management Services.";"No substantive changes";"No";52.08;"Finance and Financial Management Services. "
"1940";52.0801;"Finance, General.";"No substantive changes";"No";52.0801;"Finance, General. "
"1941";52.0803;"Banking and Financial Support Services.";"No substantive changes";"No";52.0803;"Banking and Financial Support Services. "
"1942";52.0804;"Financial Planning and Services.";"No substantive changes";"No";52.0804;"Financial Planning and Services. "
"1943";52.0806;"International Finance.";"No substantive changes";"No";52.0806;"International Finance. "
"1944";52.0807;"Investments and Securities.";"No substantive changes";"No";52.0807;"Investments and Securities. "
"1945";52.0808;"Public Finance.";"No substantive changes";"No";52.0808;"Public Finance. "
"1946";52.0809;"Credit Management.";"No substantive changes";"No";52.0809;"Credit Management. "
"1947";52.0899;"Finance and Financial Management Services, Other.";"No substantive changes";"No";52.0899;"Finance and Financial Management Services, Other. "
"1948";52.09;"Hospitality Administration/Management.";"No substantive changes";"No";52.09;"Hospitality Administration/Management. "
"1949";52.0901;"Hospitality Administration/Management, General.";"No substantive changes";"No";52.0901;"Hospitality Administration/Management, General. "
"1950";52.0903;"Tourism and Travel Services Management.";"No substantive changes";"No";52.0903;"Tourism and Travel Services Management. "
"1951";52.0904;"Hotel/Motel Administration/Management.";"No substantive changes";"No";52.0904;"Hotel/Motel Administration/Management. "
"1952";52.0905;"Restaurant/Food Services Management.";"No substantive changes";"No";52.0905;"Restaurant/Food Services Management. "
"1953";52.0906;"Resort Management.";"No substantive changes";"No";52.0906;"Resort Management. "
"1954";NA;"";"New";"No";52.0907;"Meeting and Event Planning. "
"1955";NA;"";"New";"No";52.0908;"Casino Management. "
"1956";NA;"";"New";"No";52.0909;"Hotel, Motel, and Restaurant Management. "
"1957";52.0999;"Hospitality Administration/Management, Other.";"No substantive changes";"No";52.0999;"Hospitality Administration/Management, Other. "
"1958";52.1;"Human Resources Management and Services.";"No substantive changes";"No";52.1;"Human Resources Management and Services. "
"1959";52.1001;"Human Resources Management/Personnel Administration, General.";"No substantive changes";"No";52.1001;"Human Resources Management/Personnel Administration, General. "
"1960";52.1002;"Labor and Industrial Relations.";"No substantive changes";"No";52.1002;"Labor and Industrial Relations. "
"1961";52.1003;"Organizational Behavior Studies.";"No substantive changes";"No";52.1003;"Organizational Behavior Studies. "
"1962";52.1004;"Labor Studies.";"No substantive changes";"No";52.1004;"Labor Studies. "
"1963";52.1005;"Human Resources Development.";"No substantive changes";"No";52.1005;"Human Resources Development. "
"1964";52.1099;"Human Resources Management and Services, Other.";"No substantive changes";"No";52.1099;"Human Resources Management and Services, Other. "
"1965";52.11;"International Business.";"No substantive changes";"No";52.11;"International Business. "
"1966";52.1101;"International Business/Trade/Commerce.";"No substantive changes";"No";52.1101;"International Business/Trade/Commerce. "
"1967";52.12;"Management Information Systems and Services.";"No substantive changes";"No";52.12;"Management Information Systems and Services. "
"1968";52.1201;"Management Information Systems, General.";"No substantive changes";"No";52.1201;"Management Information Systems, General. "
"1969";52.1206;"Information Resources Management/CIO Training.";"No substantive changes";"No";52.1206;"Information Resources Management. "
"1970";52.1207;"Knowledge Management.";"No substantive changes";"No";52.1207;"Knowledge Management. "
"1971";52.1299;"Management Information Systems and Services, Other.";"No substantive changes";"No";52.1299;"Management Information Systems and Services, Other. "
"1972";52.13;"Management Sciences and Quantitative Methods.";"No substantive changes";"No";52.13;"Management Sciences and Quantitative Methods. "
"1973";52.1301;"Management Science, General.";"No substantive changes";"Yes";52.1301;"Management Science. "
"1974";52.1302;"Business Statistics.";"No substantive changes";"No";52.1302;"Business Statistics. "
"1975";52.1304;"Actuarial Science.";"No substantive changes";"No";52.1304;"Actuarial Science. "
"1976";52.1399;"Management Sciences and Quantitative Methods, Other.";"No substantive changes";"No";52.1399;"Management Sciences and Quantitative Methods, Other. "
"1977";52.14;"Marketing.";"No substantive changes";"No";52.14;"Marketing. "
"1978";52.1401;"Marketing/Marketing Management, General.";"No substantive changes";"No";52.1401;"Marketing/Marketing Management, General. "
"1979";52.1402;"Marketing Research.";"No substantive changes";"No";52.1402;"Marketing Research. "
"1980";52.1403;"International Marketing.";"No substantive changes";"No";52.1403;"International Marketing. "
"1981";52.1499;"Marketing, Other.";"No substantive changes";"No";52.1499;"Marketing, Other. "
"1982";52.15;"Real Estate.";"No substantive changes";"No";52.15;"Real Estate. "
"1983";52.1501;"Real Estate.";"No substantive changes";"No";52.1501;"Real Estate. "
"1984";52.16;"Taxation.";"No substantive changes";"No";52.16;"Taxation. "
"1985";52.1601;"Taxation.";"No substantive changes";"No";52.1601;"Taxation. "
"1986";52.17;"Insurance.";"No substantive changes";"No";52.17;"Insurance. "
"1987";52.1701;"Insurance.";"No substantive changes";"No";52.1701;"Insurance. "
"1988";52.18;"General Sales, Merchandising and Related Marketing Operations.";"No substantive changes";"No";52.18;"General Sales, Merchandising and Related Marketing Operations. "
"1989";52.1801;"Sales, Distribution, and Marketing Operations, General.";"No substantive changes";"No";52.1801;"Sales, Distribution, and Marketing Operations, General. "
"1990";52.1802;"Merchandising and Buying Operations.";"No substantive changes";"No";52.1802;"Merchandising and Buying Operations. "
"1991";52.1803;"Retailing and Retail Operations.";"No substantive changes";"No";52.1803;"Retailing and Retail Operations. "
"1992";52.1804;"Selling Skills and Sales Operations.";"No substantive changes";"No";52.1804;"Selling Skills and Sales Operations. "
"1993";52.1899;"General Merchandising, Sales, and Related Marketing Operations, Other.";"No substantive changes";"No";52.1899;"General Merchandising, Sales, and Related Marketing Operations, Other. "
"1994";52.19;"Specialized Sales, Merchandising and  Marketing Operations.";"No substantive changes";"No";52.19;"Specialized Sales, Merchandising and  Marketing Operations. "
"1995";52.1901;"Auctioneering.";"No substantive changes";"No";52.1901;"Auctioneering. "
"1996";52.1902;"Fashion Merchandising.";"No substantive changes";"No";52.1902;"Fashion Merchandising. "
"1997";52.1903;"Fashion Modeling.";"No substantive changes";"No";52.1903;"Fashion Modeling. "
"1998";52.1904;"Apparel and Accessories Marketing Operations.";"No substantive changes";"No";52.1904;"Apparel and Accessories Marketing Operations. "
"1999";52.1905;"Tourism and Travel Services Marketing Operations.";"No substantive changes";"No";52.1905;"Tourism and Travel Services Marketing Operations. "
"2000";52.1906;"Tourism Promotion Operations.";"No substantive changes";"No";52.1906;"Tourism Promotion Operations. "
"2001";52.1907;"Vehicle and Vehicle Parts and Accessories Marketing Operations.";"No substantive changes";"No";52.1907;"Vehicle and Vehicle Parts and Accessories Marketing Operations. "
"2002";52.1908;"Business and Personal/Financial Services Marketing Operations.";"No substantive changes";"No";52.1908;"Business and Personal/Financial Services Marketing Operations. "
"2003";52.1909;"Special Products Marketing Operations.";"No substantive changes";"No";52.1909;"Special Products Marketing Operations. "
"2004";52.191;"Hospitality and Recreation Marketing Operations.";"No substantive changes";"No";52.191;"Hospitality and Recreation Marketing Operations. "
"2005";52.1999;"Specialized Merchandising, Sales, and Marketing Operations, Other.";"No substantive changes";"No";52.1999;"Specialized Merchandising, Sales, and Marketing Operations, Other. "
"2006";52.2;"Construction Management.";"No substantive changes";"No";52.2;"Construction Management. "
"2007";52.2001;"Construction Management.";"No substantive changes";"No";52.2001;"Construction Management. "
"2008";NA;"";"New";"No";52.21;"Telecommunications Management. "
"2009";NA;"";"New";"No";52.2101;"Telecommunications Management. "
"2010";52.99;"Business, Management, Marketing, and Related Support Services, Other.";"No substantive changes";"No";52.99;"Business, Management, Marketing, and Related Support Services, Other. "
"2011";52.9999;"Business, Management, Marketing, and Related Support Services, Other.";"No substantive changes";"No";52.9999;"Business, Management, Marketing, and Related Support Services, Other. "
"2012";53;"HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.";"No substantive changes";"No";53;"HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES. "
"2013";53.01;"High School/Secondary Diploma Programs.";"No substantive changes";"No";53.01;"High School/Secondary Diploma Programs. "
"2014";53.0101;"Regular/General High School/Secondary Diploma Program.";"No substantive changes";"No";53.0101;"Regular/General High School/Secondary Diploma Program. "
"2015";53.0102;"College/University Preparatory and Advanced High School/Secondary Diploma Program.";"No substantive changes";"No";53.0102;"College/University Preparatory and Advanced High School/Secondary Diploma Program. "
"2016";53.0103;"Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.";"No substantive changes";"No";53.0103;"Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program. "
"2017";53.0104;"Honors/Regents High School/Secondary Diploma Program.";"No substantive changes";"No";53.0104;"Honors/Regents High School/Secondary Diploma Program. "
"2018";53.0105;"Adult High School/Secondary Diploma Program.";"No substantive changes";"No";53.0105;"Adult High School/Secondary Diploma Program. "
"2019";53.0199;"High School/Secondary Diploma Programs, Other.";"No substantive changes";"No";53.0199;"High School/Secondary Diploma Programs, Other. "
"2020";53.02;"High School/Secondary Certificate Programs.";"No substantive changes";"No";53.02;"High School/Secondary Certificate Programs. "
"2021";53.0201;"High School Equivalence Certificate Program.";"No substantive changes";"No";53.0201;"High School Equivalence Certificate Program. "
"2022";53.0202;"High School Certificate of Competence Program.";"No substantive changes";"No";53.0202;"High School Certificate of Competence Program. "
"2023";53.0203;"Certificate of IEP Completion Program.";"No substantive changes";"No";53.0203;"Certificate of IEP Completion Program. "
"2024";53.0299;"High School/Secondary Certificates, Other.";"No substantive changes";"No";53.0299;"High School/Secondary Certificates, Other. "
"2025";54;"HISTORY";"No substantive changes";"No";54;"HISTORY. "
"2026";54.01;"History.";"No substantive changes";"No";54.01;"History. "
"2027";54.0101;"History, General.";"No substantive changes";"No";54.0101;"History, General. "
"2028";54.0102;"American  History (United States).";"No substantive changes";"No";54.0102;"American  History (United States). "
"2029";54.0103;"European History.";"No substantive changes";"No";54.0103;"European History. "
"2030";54.0104;"History and Philosophy of Science and Technology.";"No substantive changes";"Yes";54.0104;"History and Philosophy of Science and Technology. "
"2031";54.0105;"Public/Applied History and Archival Administration.";"No substantive changes";"Yes";54.0105;"Public/Applied History. "
"2032";54.0106;"Asian History.";"No substantive changes";"No";54.0106;"Asian History. "
"2033";54.0107;"Canadian History.";"No substantive changes";"No";54.0107;"Canadian History. "
"2034";NA;"";"New";"No";54.0108;"Military History. "
"2035";54.0199;"History, Other.";"No substantive changes";"No";54.0199;"History, Other. "
"2036";60;"Residency Programs.";"No substantive changes";"Yes";60;"RESIDENCY PROGRAMS. "
