"CIPFamily";"CIPCode";"Action";"TextChange";"CIPTitle";"CIPDefinition";"CrossReferences";"Examples"
"1632";50;50.0904;"No substantive changes";"no";"Music Theory and Composition.";"A program that focuses on the study of the principles of sound manipulation as applied to the creation of music, and the techniques of creating and arranging music.  Includes instruction in aural theory, melody, counterpoint, complex harmony, modulation, chromatics, improvisation, progressions, musical writing, instrumentation, orchestration, electronic and computer applications, studies of specific musical styles, and development of original creative ability.";"";"Examples: - Glass Making "
"1633";50;50.0905;"No substantive changes";"no";"Musicology and Ethnomusicology.";"A program that focuses on the systematic study of the forms and methods of music art, and the functions of music, in Western and non-Western societies and cultures.  Includes instruction in music theory, musicological research methods, and studies of specific cultural styles such as jazz, folk music, rock, ethnic musical traditions, and the music of non-Western cultures.";"";"Examples: - Glass Making "
"1634";50;50.0906;"No substantive changes";"no";"Conducting.";"A program that prepares individuals to master the art of leading bands, choirs, orchestras and other ensembles in performance, and related music leadership.  Includes instruction in score analysis and arranging, rehearsal and performance leadership, music coaching, arrangement and performance planning, ensemble operations management, and applications to specific school or professional ensembles.";"";"Examples: - Glass Making "
"1635";50;50.0907;"No substantive changes";"yes";"Keyboard Instruments.";"A program that prepares individuals to master the piano, organ, or related keyboard instruments and performing art as solo, ensemble, and/or accompanist performers.  Includes instruction in piano and keyboard pedagogy, ensemble playing, accompanying, service playing, repertoire, keyboard and pedal skills, recital, and personal style development.";"";"Examples: - Piano, - Organ, - Harpsichord "
"1636";50;50.0908;"No substantive changes";"no";"Voice and Opera.";"A program that prepares individuals to master the human voice and performing art as solo and/or ensemble performers in concert, choir, opera, or other forms of singing.  Includes instruction in voice pedagogy, diction, vocal physiology and exercise, expressive movement, repertoire, recital, and personal style development.";"";"Examples: - Piano, - Organ, - Harpsichord "
"1637";50;50.0909;"Moved from";"no";"Music Management and Merchandising.";"Moved from 50.0909 to 50.1003";"";"Examples: - Piano, - Organ, - Harpsichord "
"1638";50;50.091;"No substantive changes";"no";"Jazz/Jazz Studies.";"A program that prepares individuals to study and master the performance and composition of Jazz.  Includes instruction in the history of Jazz and related musical styles such as the Blues, Jazz composition and theory, improvisation, Jazz instrument and ensemble performance, and related topics.";"";"Examples: - Piano, - Organ, - Harpsichord "
"1639";50;50.0911;"No substantive changes";"yes";"Stringed Instruments.";"A program that prepares individual to master a stringed instrument and performing arts as solo, ensemble and/or accompanist performers.  Includes instruction in playing and personal style development.";"";"Examples: - Violin, - Viola, - Double Bass, - Guitar, - Banjo, - Harp "
"1640";50;50.0912;"No substantive changes";"no";"Music Pedagogy.";"A program that prepares individuals to provide musical instruction and tutoring to clients in private and institutional settings.  Includes instruction in music theory, music composition, mastery of one or more instruments, familiarity with various musical genres and styles, principles of music education, and client communications.";"";"Examples: - Violin, - Viola, - Double Bass, - Guitar, - Banjo, - Harp "
"1641";50;50.0913;"New";"no";"Music Technology.";"A program that focuses on the creative aspects of the blending of music and technology; and that prepares individuals to apply technical knowledge and skills to the composition, recording, synthesis, and performance of music; audio-visual production; scoring for film and multimedia; and software and multimedia development. Includes instruction in music theory, music history, composition, acoustics, recording technology, computer composition, electronic music synthesis, technology-based performance, 3D sound and spatial audio, and music business and law.";"10.0203 - Recording Arts Technology/Technician.";"Examples: - Violin, - Viola, - Double Bass, - Guitar, - Banjo, - Harp "
"1642";50;50.0914;"New";"no";"Brass Instruments.";"A program that prepares individuals to master a brass instrument and performing art as solo, ensemble, and/or accompanist performers. Includes instruction in playing and personal style development.";"";"Examples: - Trumpet, - Horn, - Trombone, - Euphonium/Baritone, - Tuba "
"1643";50;50.0915;"New";"no";"Woodwind Instruments.";"A program that prepares individuals to master a woodwind instrument and performing art as solo, ensemble, and/or accompanist  performers. Includes instruction in playing and personal style development.";"";"Examples: - Flute, - Oboe, - Clarinet, - Bassoon, - Saxophone "
"1644";50;50.0916;"New";"no";"Percussion Instruments.";"A program that prepares individuals to master percussion instruments and performing art for a variety of musical settings, including orchestral, solo, chamber, commercial, or nontraditional. Includes instruction in playing and personal style development.";"";"Examples: - Bass Drum, - Snare Drum, - Timpani, - Vibraphone "
"1645";50;50.0999;"No substantive changes";"no";"Music, Other.";"Any instructional program in music not listed above.";"";"Examples: - Bass Drum, - Snare Drum, - Timpani, - Vibraphone "
"1646";50;50.1;"New";"no";"Arts, Entertainment,and Media Management.";"Instructional content for this group of programs is defined in codes 50.1001 - 50.1099.";"";"Examples: - Bass Drum, - Snare Drum, - Timpani, - Vibraphone "
"1647";50;50.1001;"New";"no";"Arts, Entertainment,and Media Management, General.";"A program that prepares individuals to organize and manage various aspects of the visual arts, performing arts, and entertainment media industries.  Includes instruction in business and financial management, marketing and fund-raising, labor relations for the arts, event promotion and management, product and artist management, and applicable law.";"";"Examples: - Entertainment Business, - Performing Arts Administration "
"1648";50;50.1002;"Moved to";"yes";"Fine and Studio Arts Management.";"A program that prepares individuals to organize and manage fine and studio art organizations, operations, and facilities. Includes instruction in business and financial management; marketing and fundraising; personnel management and labor relations; event promotion and management; public relations and arts advocacy; arts law; and applications to specific arts activities such as galleries, museums, studios, foundations, and community organizations.";"30.1401 - Museology/Museum Studies.";"Examples: - Visual Arts Management "
"1649";50;50.1003;"Moved to";"no";"Music Management.";"A program that prepares individuals to organize and manage music organizations, operations, facilities, and personnel.  Includes instruction in business and financial management; marketing and fundraising; personnel management and labor relations; event promotion and management; music products merchandising; artist agency and promotion; music law; and applications to specific activities such as managing theaters, recording studios and companies, bands and other ensembles, individual artists, and music organizations.";"";"Examples: - Music Merchandising "
"1650";50;50.1004;"Moved to";"no";"Theatre/Theatre Arts Management.";"A program that prepares individuals to apply business management principles to the management of theatres and production corporations.  Includes instruction in theatrical production, theatre design and planning, fund-raising and promotion, investment strategies, human resources management, theatre operations management, marketing, public relations, financial management and insurance, and applicable laws and regulations.";"";"Examples: - Music Merchandising "
"1651";50;50.1099;"New";"no";"Arts, Entertainment, and Media Management, Other.";"Any instructional program in arts, entertainment, and media management not listed above.";"";"Examples: - Music Merchandising "
"1652";50;50.99;"No substantive changes";"no";"Visual and Performing Arts, Other.";"Instructional content is defined in code 50.9999.";"";"Examples: - Music Merchandising "
"1653";50;50.9999;"No substantive changes";"no";"Visual and Performing Arts, Other.";"Any instructional program in visual and performing arts not listed above.";"";"Examples: - Music Merchandising "
"1654";51;51;"No substantive changes";"yes";"HEALTH PROFESSIONS AND RELATED PROGRAMS.";"Instructional programs that prepare individuals to practice as licensed professionals and assistants in the health care professions and related clinical sciences and administrative and support services.";"";"Examples: - Music Merchandising "
"1655";51;51;"No substantive changes";"no";"Health Services/Allied Health/Health Sciences, General.";"Instructional content for this group of programs is defined in codes 51.0000 - 51.0001.";"";"Examples: - Music Merchandising "
"1656";51;51;"No substantive changes";"no";"Health Services/Allied Health/Health Sciences, General.";"A general, introductory, undifferentiated, or joint program in health services occupations that prepares individuals for either entry into specialized training programs or for a variety of concentrations in the allied health area.  Includes instruction in the basic sciences, research and clinical procedures, and aspects of the subject matter related to various health occupations.";"";"Examples: - Music Merchandising "
"1657";51;51.0001;"New";"no";"Health and Wellness, General.";"A program of study that prepares individuals to assume roles as health/wellness professionals in private business and industry, community organizations, and health care settings. Includes instruction in personal health, community health and welfare, nutrition, epidemiology, disease prevention, fitness and exercise, and health behaviors.";"31.0501 - Health and Physical Education/Fitness, General.";"Examples: - Health and Wellness, - Health Promotion and Wellness, - Exercise Science and Wellness, - Wellness, Health Promotion and Injury Prevention "
"1658";51;51.01;"No substantive changes";"no";"Chiropractic.";"Instructional content is defined in code 51.0101.";"";"Examples: - Health and Wellness, - Health Promotion and Wellness, - Exercise Science and Wellness, - Wellness, Health Promotion and Injury Prevention "
"1659";51;51.0101;"No substantive changes";"no";"Chiropractic.";"A program that prepares individuals for the independent professional practice of chiropractic, a health care and healing system based on the application of non-invasive treatments and spinal adjustments to alleviate health problems caused by vertebral misalignments affecting bodily function as derived from the philosophy of Daniel Palmer.  Includes instruction in the basic medical sciences, chiropractic theory and science, postural and spinal analysis, diagnostic radiology and ultrasound, adjustment technique, patient counseling, professional standards and ethics, and practice management.";"";"Examples: - Chiropractic (DC) "
"1660";51;51.02;"No substantive changes";"no";"Communication Disorders Sciences and Services.";"Instructional content for this group of programs is defined in codes 51.0201 - 51.0299.";"";"Examples: - Chiropractic (DC) "
"1661";51;51.0201;"No substantive changes";"yes";"Communication Sciences and Disorders, General.";"A program that focuses on the application of biomedical, psychological, and physical principles to the study of the scientific bases, development, and treatment of speech, language, hearing, and cognitive communication problems caused by disease, injury, or disability. Includes instruction in language science, hearing science, speech and voice science, biology of communication, behavioral linguistics, psychology, and applications to the development of diagnostic and rehabilitative strategies and technologies.";"";"Examples: - Communication Sciences, - Communication Disorders, - Communication Sciences and Disorders "
"1662";51;51.0202;"No substantive changes";"yes";"Audiology/Audiologist.";"A program that prepares individuals to diagnose and treat hearing loss and other disorders involving the ear, advise patients on means to use their remaining hearing, and select and fit hearing aids and other devices. Includes instruction in acoustics, anatomy and physiology of hearing, hearing measurement, auditory pathology, middle and inner ear analysis, rehabilitation therapies and assistive technologies, and pediatric and other special applications.";"";"Examples: - Audiology and Hearing Sciences "
"1663";51;51.0203;"No substantive changes";"no";"Speech-Language Pathology/Pathologist.";"A program that prepares individuals to evaluate the speaking, language interpretation, and related physiological and cognitive capabilities of children and/or adults and develop treatment and rehabilitative solutions in consultation with clinicians and educators.  Includes instruction in the anatomy and physiology of speech and hearing, biomechanics of swallowing and vocal articulation, communications disorders, psychology of auditory function and cognitive communication, language assessment and diagnostic techniques, and rehabilitative and management therapies.";"51.0816 - Speech-Language Pathology Assistant.";"Examples: - Speech Pathology, - Speech-Language Pathology "
"1664";51;51.0204;"No substantive changes";"no";"Audiology/Audiologist and Speech-Language Pathology/Pathologist.";"An integrated program that prepares individuals to work as both audiologists and speech-language pathologists. Includes instruction in a variety of communication disorder studies, audiology, speech pathology, language acquisition, and the design and implementation of comprehensive therapeutic and rehabilitative solutions to communications problems.";"51.0816 - Speech-Language Pathology Assistant.";"Examples: - Audiology and Speech Pathology, - Audiology and Speech-Language Pathology "
"1665";51;51.0299;"No substantive changes";"no";"Communication Disorders Sciences and Services, Other.";"Any  instructional program in communications disorders sciences and services not listed above.";"05.0211 - Deaf Studies., 16.1601 - American Sign Language (ASL)., 51.0918 - Hearing Instrument Specialist., 51.0816 - Speech-Language Pathology Assistant.";"Examples: - Child Speech-Language Disorders, - Pre-Speech Language Pathology and Audiology "
"1666";51;51.04;"No substantive changes";"no";"Dentistry.";"Instructional content is defined in code 51.0401.";"";"Examples: - Child Speech-Language Disorders, - Pre-Speech Language Pathology and Audiology "
"1667";51;51.0401;"No substantive changes";"no";"Dentistry.";"A program that prepares individuals for the independent professional practice of dentistry/dental medicine, encompassing the evaluation, diagnosis, prevention, and treatment of diseases, disorders, and conditions of the oral cavity, maxillofacial area, and adjacent structures and their impact on the human body and health.  Includes instruction in the basic biomedical sciences, occlusion, dental health and prevention, oral pathology, cariology, operative dentistry, oral radiology, principles of the various dental specialties, pain management, oral medicine, clinic and health care management, patient counseling, and professional standards and ethics.";"";"Examples: - Dentistry (DDS, DMD) "
"1668";51;51.05;"No substantive changes";"no";"Advanced/Graduate Dentistry and Oral Sciences.";"Instructional content for this group of programs is defined in codes 51.0501 - 51.0599.";"";"Examples: - Dentistry (DDS, DMD) "
"1669";51;51.0501;"No substantive changes";"no";"Dental Clinical Sciences, General.";"An integrated or undifferentiated program that generally prepares dentists in one or more of the oral sciences and advanced/graduate dentistry specialties.";"";"Examples: - Dental Clinical Sciences, General (MS), - Dental Clinical Sciences, General (PhD) "
"1670";51;51.0502;"No substantive changes";"no";"Advanced General Dentistry.";"A program that focuses on the advanced study of dental clinical techniques and dental practice issues.  Includes instruction in subjects such as the history of dentistry, advanced dental practice management, dental ethics and jurisprudence, social and behavioral science studies of dentistry, advanced restorative dentistry, oral medicine, oral radiology, advanced clinical procedures and technology, and others.";"";"Examples: - Advanced General Dentistry (Cert.), - Advanced General Dentistry (MS), - Advanced General Dentistry (PhD) "
"1671";51;51.0503;"No substantive changes";"yes";"Oral Biology and Oral and Maxillofacial Pathology.";"A program that focuses on the scientific study of the growth, development, diseases, healing properties, and neurological components of the oral cavity, related tissues and organs, and associated craniofacial areas.  Includes instruction in oral microbiology microanatomy, craniofacial pain, humoral aspects of disease, etiology and histology of caries, plaque ecology, wound healing, oral disease epidemiology, oral manifestations of systemic disease, lesions, normal and pathologic physiology, and related molecular and physical studies.";"";"Examples: - Oral Biology and Oral and Maxillofacial Pathology (MS), - Oral Biology and Oral and Maxillofacial Pathology (PhD), - Oral and Craniofacial Biology, - Craniofacial Biology, - Oral Biology and Oral Pathology "
"1672";51;51.0504;"No substantive changes";"no";"Dental Public Health and Education.";"A program that focuses on the scientific study of dental disease prevention and control, community dental health promotion, and prepares dentists and public health professionals to function as dental health specialists.  Includes instruction in preventive dentistry, the relationship of oral disease to health and quality of life, patient and practitioner behavior, dental epidemiology, nutrition and dental health, dental care policy and delivery, oral health program planning and administration, biostatistics, and research methods.";"";"Examples: - Dental Public Health and Education (Cert.), - Dental Public Health and Education (MS, MPH), - Dental Public Health and Education (PhD, DPH) "
"1673";51;51.0505;"No substantive changes";"no";"Dental Materials.";"A program that focuses on the scientific study of the biomaterials and inert and active compounds used in dental procedures; the development of dental materials; and their effects on the living tissues of the oral cavity and systemic bodily health.  Includes instruction in materials science, dental bioengineering, biocompatibility of materials, physics and mechanics of dental materials, elastic and plastic deformation, surface bonding, and applications to fixed and removable prostheses and restorative procedures.";"";"Examples: - Dental Materials (MS), - Dental Materials (PhD) "
"1674";51;51.0506;"No substantive changes";"no";"Endodontics/Endodontology.";"A program that focuses on the advanced study of the morphology, physiology, and pathology of human dental pulp and periradicular tissues, and prepares dentists to diagnose and treat internal diseases and injuries of teeth.  Includes instruction in theory and practice of endodontics; pulpal disease; relationship of endodontic conditions to other dental/oral health issues; endodontic operative technique; and patient care and management.";"";"Examples: - Endodontics/Endodontology (Cert.), - Endodontics/Endodontology (MS), - Endodontics/Endodontology (PhD) "
"1675";51;51.0507;"No substantive changes";"no";"Oral/Maxillofacial Surgery.";"A program that focuses on the advanced study of the diagnosis and intrusive and adjunctive treatment of diseases, injuries, and defects of the oral and maxillofacial regions, including functional and aesthetic aspects.  Includes instruction in pharmacology, analgesia, anesthesia, anxiety control, surgical procedures and techniques, surgical instrumentation, exodontia, oral diseases and malfunctions, soft and hard tissue pathology, dentoalveolar surgery, infection management, and prosthetic implantation.";"";"Examples: - Oral/Maxillofacial Surgery (Cert.), - Oral/Maxillofacial Surgery (MS), - Oral/Maxillofacial Surgery (PhD) "
"1676";51;51.0508;"No substantive changes";"yes";"Orthodontics/Orthodontology.";"A program that focuses on the advanced study of the guidance of growing dental structures and the correction of misalignments, disproportionate growth, and traumas caused by genetics, disease, injuries, and dysfunctional behaviors. Includes instruction in craniofacial growth and development, malocclusion, design and fabrication of orthodontic appliances, craniofacial alignment, physiological function and analysis, cephalometrics, model analysis, space analysis, surgical orthodontics, cleft lip and palate, and treatment planning and management.";"";"Examples: - Orthodontics/Orthodontology (Cert.), - Orthodontics/Orthodontology (MS), - Orthodontics/Orthodontology (PhD), - Orthodontics and Dentofacial Orthopedics "
"1677";51;51.0509;"No substantive changes";"no";"Pediatric Dentistry/Pedodontics.";"A program that focuses on the advanced study of the therapeutic and preventive care of the oral health of children from birth through adolescence, and the care of adults with physical, mental, and emotional disabilities.  Includes instruction in developmental oral biology, preventive medicine, diet therapy and counseling, patient management, pediatric restorative procedures, pulp therapy, trauma management, anesthesia, treatment planning, patient management, and the treatment of handicapped patients.";"";"Examples: - Pediatric Dentistry/Pedodontics (Cert.), - Pediatric Dentistry/Pedodontics (MS), - Pediatric Dentistry/Pedodontics (PhD) "
"1678";51;51.051;"No substantive changes";"no";"Periodontics/Periodontology.";"A program that focuses on the advanced study of the etiology and treatment of diseases of the gingivae (gum tissue) and supporting bone, nerve, and vascular structures.  Includes instruction in periodontium pathology, diagnostic procedures and equipment, occulsion, nutritional aspects of periodontology, surgical treatments, and patient care and management.";"";"Examples: - Periodontics/Periodontology (Cert.), - Periodontics/Periodontology (MS), - Periodontics/Periodontology (PhD) "
"1679";51;51.0511;"No substantive changes";"no";"Prosthodontics/Prosthodontology.";"A program that focuses on the advanced study of the restoration and maintenance of teeth, oral function, and aesthetic form through the use of single or compound materials, structures, and artificial devices.  Includes instruction in implant dentistry, surgical procedures, denture design and fabrication, fixed and removable prosthodontics, restorative techniques, occlusion therapy and devices, geriatric dentistry, cosmetic dentistry, and tempromandibular joint dysfunction.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1680";51;51.0599;"No substantive changes";"no";"Advanced/Graduate Dentistry and Oral Sciences, Other.";"Any instructional program in advanced/graduate dentistry and oral sciences not listed above.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1681";51;51.06;"No substantive changes";"no";"Dental Support Services and Allied Professions.";"Instructional content for this group of programs is defined in codes 51.0601 - 51.0699.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1682";51;51.0601;"No substantive changes";"no";"Dental Assisting/Assistant.";"A program that prepares individuals to provide patient care, take dental radiographs (x-ray photographs), prepare patients and equipment for dental procedures, and discharge office administrative functions under the supervision of dentists and dental hygienists.  Includes instruction in medical record-keeping, general office duties, reception and patient intake, scheduling, equipment maintenance and sterilization, basic radiography, pre- and post-operative patient care and instruction, chairside assisting, taking tooth and mouth impressions, and supervised practice.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1683";51;51.0602;"No substantive changes";"no";"Dental Hygiene/Hygienist.";"A program that prepares individuals to clean teeth and apply preventive materials, provide oral health education and treatment counseling to patients, identify oral pathologies and injuries, and manage dental hygiene practices.  Includes instruction in dental anatomy, microbiology, and pathology; dental hygiene theory and techniques; cleaning equipment operation and maintenance; dental materials; radiology; patient education and counseling; office management; supervised clinical training; and professional standards.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1684";51;51.0603;"No substantive changes";"no";"Dental Laboratory Technology/Technician.";"A program that prepares individuals, under the supervision of dentists, to design and construct dental prostheses such as caps, crowns, bridges, dentures, splints, and orthodontic appliances.  Includes instruction in dental anatomy, dental materials, ceramics technology, impressions, complete dentures, partial dentures, orthodontics, crowns and bridges, sculpture, bonding and assembly techniques, and equipment operation.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1685";51;51.0699;"No substantive changes";"no";"Dental Services and Allied Professions, Other.";"Any instructional program in dental services and allied professions not listed above.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1686";51;51.07;"No substantive changes";"no";"Health and Medical Administrative Services.";"Instructional content for this group of programs is defined in codes 51.0701 - 51.0799.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1687";51;51.0701;"No substantive changes";"no";"Health/Health Care Administration/Management.";"A program that prepares individuals to develop, plan, and manage health care operations and services within health care facilities and across health care systems.  Includes instruction in planning, business management, financial management, public relations, human resources management, health care systems operation and management, health care resource allocation and policy making, health law and regulations, and applications to specific types of health care services.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1688";51;51.0702;"No substantive changes";"no";"Hospital and Health Care Facilities Administration/Management.";"A program that prepares individuals to apply managerial principles to the administration of hospitals, clinics, nursing homes, and other health care facilities.  Includes instruction in facilities planning, building and operations management, business management, financial management and insurance, fund-raising and marketing, public relations, human resources management and labor relations, health care facilities operations, principles of health care delivery, and applicable law and regulations.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1689";51;51.0703;"No substantive changes";"no";"Health Unit Coordinator/Ward Clerk.";"A program that prepares individuals, under the supervision of nurses or ward supervisors, to perform routine administrative and reception duties in a patient care unit within a hospital or other health care facility.  Includes instruction in receiving and directing visitors, transcribing medical and nursing orders, preparing requisition forms, scheduling patient appointments and procedures, monitoring patients and personnel, and interpersonal skills.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1690";51;51.0704;"No substantive changes";"no";"Health Unit Manager/Ward Supervisor.";"A program that prepares individuals, under the supervision of nursing or medical service administrators, to supervise and coordinate the operations of one or more patient care units in hospitals or other health care facilities.  Includes instruction in planning and initiating administrative procedures, personnel supervision, interpersonal skills, general and/or specialized health care operations and procedures, and consultation with other medical, nursing, and administrative team members.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1691";51;51.0705;"No substantive changes";"no";"Medical Office Management/Administration.";"A program that prepares individuals to manage the specialized business functions of a medical or clinical office.  Includes instruction in business office operations, business and financial record-keeping, personnel supervision, medical and health care policy administration, conference planning, scheduling and coordination, public relations, and applicable law and regulations.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1692";51;51.0706;"No substantive changes";"no";"Health Information/Medical Records Administration/Administrator.";"A program that prepares individuals to plan, design, and manage systems, processes, and facilities used to collect, store, secure, retrieve, analyze, and transmit medical records and other health information used by clinical professionals and health care organizations.  Includes instruction in the principles and basic content of the biomedical and clinical sciences, information technology and applications, data and database management, clinical research methodologies, health information resources and systems, office management, legal requirements, and professional standards.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1693";51;51.0707;"No substantive changes";"no";"Health Information/Medical Records Technology/Technician.";"A program that prepares individuals, under the supervision of health information administrators and other professionals, to construct medical records and clinical databases, perform manipulations on retrieved data, control the security and quality of records, and supervise data entry and technical maintenance personnel.  Includes instruction in clinical and biomedical science data and information requirements, database management, data coding and validation, information security, quality control, health information content and structure, medical business procedures, and legal requirements.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1694";51;51.0708;"No substantive changes";"no";"Medical Transcription/Transcriptionist.";"A program that prepares individuals to execute verbatim medical conference minutes, medical reports, and medical orders.  Includes instruction in dictation and simultaneous recording, analysis of notes and visual evidence, medical terminology, data processing applications and skills, formal medical report and correspondence formats, professional standards, and applicable law and regulations.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1695";51;51.0709;"No substantive changes";"no";"Medical Office Computer Specialist/Assistant.";"A program that prepares individuals to apply computer programming, troubleshooting, and information technology skills to the installation, maintenance, and upgrade of standard, customized, or proprietary medical software and associated hardware.  Includes instruction in computer programming, systems analysis, networking, telecommunications, medical records and informatics software applications, information technology, systems administration, computer security, and applicable regulations and certifications or licenses.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1696";51;51.071;"No substantive changes";"no";"Medical Office Assistant/Specialist.";"A program that prepares individuals, under the supervision of office managers and other professionals, to perform routine administrative duties in a medical, clinical, or health care facility/system office environment.  Includes instruction in general office skills, data processing, office equipment operation, principles of medical record-keeping and business regulations, medical/clinical office procedures, and communications skills.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1697";51;51.0711;"No substantive changes";"no";"Medical/Health Management and Clinical Assistant/Specialist.";"A program that prepares individuals, under the supervision of physicians, nurses, or other health care professionals, to perform medical office or facilities management services and perform one or more clinical allied health specialties.  Includes instruction in health care management; medical office administration; medical law and regulations; training in one or more diagnostic, treatment, therapy, or laboratory specialties at the assistant level or above; and applicable professional standards and ethics.";"";"Examples: - Prosthodontics/Prosthodontology (Cert.), - Prosthodontics/Prosthodontology (MS), - Prosthodontics/Prosthodontology (PhD) "
"1698";51;51.0712;"No substantive changes";"no";"Medical Reception/Receptionist.";"A program that prepares individuals, under the supervision of office managers, nurses, or physicians, to provide customer service, visitor reception, and patient intake and discharge services.  Includes instruction in medical office and health care facility procedures, medical terminology, interpersonal skills, record-keeping, customer service, telephone skills, data entry, interpersonal communications skills, and applicable policies and regulations.";"";"Examples: - Veterinary Receptionist "
"1699";51;51.0713;"No substantive changes";"no";"Medical Insurance Coding Specialist/Coder.";"A program that prepares individuals to perform specialized data entry, classification, and record-keeping procedures related to medical diagnostic, treatment, billing, and insurance documentation.  Includes instruction in medical records and insurance software applications, basic anatomy and physiology, medical terminology, fundamentals of medical science and treatment procedures, data classification and coding, data entry skills, and regulations relating to Medicare and insurance documentation.";"";"Examples: - Veterinary Receptionist "
"1700";51;51.0714;"No substantive changes";"no";"Medical Insurance Specialist/Medical Biller.";"A program that prepares individuals to perform and manage the medical and health insurance operations in a medical office, health care facility, health maintenance organization, or insurance provider.  Includes instruction in health and medical insurance processes; health insurance law, policy, and regulations; insurance records and paperwork administration; insurance office administration; health/medical insurance software applications; personnel supervision; business mathematics; billing and collection procedures; medical terminology; and communications skills.";"";"Examples: - Veterinary Receptionist "
"1701";51;51.0715;"No substantive changes";"no";"Health/Medical Claims Examiner.";"A program that prepares individuals to perform specialized investigatory, analytical, evaluative, and consultative functions related to health/medical insurance operations and their regulation.  Includes instruction in health and medical insurance processes and procedures, health insurance law and regulations, health care industry law, record-keeping, analytic and investigatory techniques, evaluation methods, field operations methods, office procedures, related software applications, oral and written communications skills, interviewing techniques, and professional standards and ethics.";"";"Examples: - Veterinary Receptionist "
"1702";51;51.0716;"No substantive changes";"no";"Medical Administrative/Executive Assistant and Medical Secretary.";"A program that prepares individuals to perform the duties of special assistants and personal secretaries for practicing physicians and nurses, health care facilities and services administrators, and other health care professionals.  Includes instruction in business and medical communications, medical terminology, principles of health care operations, public relations and interpersonal communications, software applications, record-keeping and filing systems, scheduling and meeting planning, applicable policy and regulations, and professional standards and ethics.";"";"Examples: - Dental Secretary, - Veterinary Secretary, - Veterinary Office Administration "
"1703";51;51.0717;"No substantive changes";"no";"Medical Staff Services Technology/Technician.";"A program that prepares individuals to perform credentialing, privileging, personnel management, and accreditation compliance services for hospitals and other health care facilities and organizations.  Includes instruction in medical staff organization and management, medical terminology, credentialing and re-credentialing, health care accreditation and regulatory standards, health care law, meeting and negotiation management, and office information systems management.";"";"Examples: - Dental Secretary, - Veterinary Secretary, - Veterinary Office Administration "
"1704";51;51.0718;"New";"no";"Long Term Care Administration/Management.";"A program that prepares individuals to apply managerial principles to the administration of nursing homes, assisted living facilities, adult day care, home health services, and other long term care settings and agencies serving the elderly and disabled. Includes instruction in social and clinical aspects of aging, health care delivery systems, nursing home administration, assisted living administration, aging policy and government programs, ethics, business management, financial management, human resource management, marketing, and applicable laws and regulations.";"";"Examples: - Aging Services Management "
